,class_name,class_description,word_count_class_name,class_name_cleaned,label,additional_labels
314,Yin-Yang Mantra,"Duality becomes unity - start with a series of long-held passive poses to stretch sore muscles and open joints. Once our bodies and minds are made open we begin to explore more active movements, squeezing muscle around bone to pull the body together and reintroduce life as heat within the body - poses requiring a greater range of motion become accessible - and end in collective song. How deep do you want to go?",2,yin yang mantra,yin,[]
315,Yin & Flow  (for beginners),"Enjoy the meditative qualities of Yin Yoga and the energizing sequences of Vinyasa in the same class. During Yin portion of class, body weight and gravity are used to ease muscles into deep streches. In the Flow portion, a dynamic series of asanas will improve strength and endurance. Feel rejuvenated inside and out!",5,yin flow for beginners,yin,"['flow', 'foundations']"
316,Yin,"This class works deeply into the connective tissue and joints of the hips, pelvis, and lower spine. Through extended hold of postures find length, space and relaxation.  Let it allll go.",1,yin,yin,[]
317,Yang Yin,"This class is all about balance. The first section of class (Yang) is a challenging and invigorating flow sequence followed by long holds in the floor series to truly and fully relax your body and mind (Yin). Accessible to all levels, you’ll feel amazing after this one!",2,yang yin,yin,[]
318,Yin,"A slower, more meditative practice that  uses longer holds to target deep connective tissues like fascia, ligaments and joints. Postures are mainly performed on the floor and held for 2-5 minutes. This class is challenging mentally and may challenge you physically with unfamiliar shapes but feels as wonderful as a restorative practice.",1,yin,yin,[]
319,Yin Yoga,"Yin Yoga mindfully targets the body's flexibility. Through seated postures held anywhere from three to ten minutes, one can experience greater openness and a sense of lightness.",2,yin yoga,yin,['yoga']
320,Yin Yoga,Yin yoga focuses on flexibility and stress release much like restorative yoga. Yin goes deeper into flexibility than restorative yoga does and can be quite challenging in a different way than more active styles. The difficulty in Yin is sitting still and feeling the sensations of the stretch which can be mild to intense depending on how you position your body.,2,yin yoga,yin,['yoga']
321,Yin Yang Flow,"Yin/Yang yoga is a practice that balances the slow-paced Yin yoga with the traditional Yang yoga (Ashtanga and Hatha). Yin/Yang yoga has its roots in China in the Taoist concepts of yin — a feminine, passive, cooling energy — and yang — a masculine, dynamic, warming energy. Just as the Taoists believe that yin and yang complement each other and one cannot exist without the other, the Yin/Yang yoga practice uses both types of yoga to provide both physical and spiritual balance.
",3,yin yang flow,yin,['flow']
322,Yin Yoga,"While “Yang”’ yoga is centered around the more dynamic and active forms of yoga, such as Ashtanga, Power Vinyasa, and Bikram, Yin yoga is a quiet and reflective practice. It requires you to slow down and relax into easy postures. We hold each pose for 2-5 minutes at a time, allowing you to tune into your mind and the physical sensations of your body. Holding the posture passively lets you access the deep connective tissues between your ligaments, tendons, joints, and bones. Yin yoga originates from the Taoist concept of Yin and Yang, the interdependent characteristics of nature. Yin is the unwavering, concealed aspect of things and yang is the changing and eloquent aspect. The tendons, ligaments, and fascia are yin in the body, while the more tensile, pliable muscles are yang. Chinese and Taoist philosophies also believe there are pathways of Qi (energy) that runs through our bodies. It is thought to be that these pathways exist in the connective tissues of our body. By relaxing our muscles through deep stretching, we free any blockages that interrupt Qi from flowing continuously in our bodies. Our room is heated to around 80-85 degrees, creating a warm and comforting atmosphere for meditation.",2,yin yoga,yin,['yoga']
323,Slow Flow + Yin,,4,slow flow yin,flow,['yin']
324,Yin Flow,"In this slower paced class, we release stress in the mind as we melt the body open, using deep breathing and props. We focus on opening the connective tissue (fascia) that covers every square inch of the body. You will be guided into grounded & propped postures and then hold in order to increase mobility while listening to meditative music after a light flow. Each posture pairs a relaxing essential oil. You will practically float out of the classroom feeling lighter, more open and relaxed!",2,yin flow,yin,['flow']
325,YOGA YIN,"Yin Yoga is the counterbalance to stronger Vinyasa Practices. The Yoga Sutras tell us very clearly that the equilibrium in the asana spectrum comes from the dynamic interplay of “shtira” (established clarity and focus) and “sukha” (the good space that allows for integration, expansion, and growth). However, if the practices or Sadhanas are all Rajasic (strong, heat building) this interplay is disturbed, and we are pushed out of harmony. Urban Sadhu Yoga Yin is designed to balance the Rajas tendencies. 
The revolutionary restorative process starts with organic and introspective movement, to bring awareness to the current state of the physical being before each asana is held for an extended 3 to 5 minutes. Then, students continue in a series of supported postures, incorporating blankets, bolsters, blocks, straps and even essential oils, to allow an effortlessness in the practice. ",2,yoga yin,yoga,['yin']
326,Yin Yoga,"We don't use the body to get into the pose. We use the pose to get into the body. -Bernie Clark.
Yin yoga is a complementary practice to our vinyasa or hatha practice. Instead of using our muscles, yin yoga asks us to get into our connective tissues- what holds our muscles and bones together. Poses are held for time to allow for a gradual release but yin should not be confused with restorative yoga. You’ll feel a lot! But this profound practice is suitable for all levels of practice, including absolute beginners.",2,yin yoga,yin,['yoga']
327,Hot Yin,"80-90 degrees. 60 minutes. All levels.

Dive deep into select postures and into your inner world with a gentle warm up, meridian stretching and a few long holds. These classes focus on Heart or Hip opening. Open to all levels.",2,hot yin,hot yoga / bikram,['yin']
328,HOT YIN YOGA,"Deep Stretching and Meditation

Our 65-minute Yin Yoga class is a gentle approach to yoga asanas. The instructor will begin with 55 minutes of Yin Yoga and unwind with a 10 minute Nidra meditation. The Yin portion of class is accompanied by soft music. Props maybe used to help support your body and allow it to open, release and recover on a deeper level. The Nidra portion is designed to build on your already relaxed state and takes you somewhere between being awake and asleep. Room temperature is approximately 95 degrees.",3,hot yin yoga,hot yoga / bikram,"['yin', 'yoga']"
